model,epoch,average_loss,accuracy,correct_data,total_data
global,11,10.754477804628044,0.5798394290811775,52,8968
41,12,0.9228370794752259,62.48884924174843,5604,8968
global,12,8.489610506954413,0.4683318465655665,42,8968
global,13,9.000870177194969,0.5129348795718109,46,8968
global,14,9.07586508707528,0.6467439785905441,58,8968
global,15,10.062266804935888,0.412578055307761,37,8968
global,16,9.423454185982669,0.6355932203389831,57,8968
