model,epoch,average_loss,accuracy,correct_data,total_data
global,11,12.211429145057535,0.45718108831400533,41,8968
41,12,0.8087397208711486,68.46565566458519,6140,8968
41,12,114746.71875,34.92417484388938,3132,8968
global,12,0.8127933220603868,68.40990187332739,6135,8968
