local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
49,29,15,1,0.0013501298381015658,97.23320158102767,492,506
49,30,15,2,0.000883169355802238,98.22134387351778,497,506
65,29,15,1,0.0008703547064214945,98.38274932614556,365,371
65,30,15,2,0.0004826472431886941,99.19137466307278,368,371
14,29,15,1,0.0012006588513031602,97.87234042553192,368,376
14,30,15,2,0.00042699521873146296,99.46808510638297,374,376
36,29,15,1,0.0008430368616245687,98.40796019900498,989,1005
36,30,15,2,0.0012521928874775767,97.71144278606965,982,1005
24,29,15,1,0.0016639941604807973,96.04221635883906,364,379
24,30,15,2,0.0008762163342908025,98.68073878627969,374,379
7,29,15,1,0.001129060285165906,97.84688995215312,409,418
7,30,15,2,0.0005514155491255224,98.80382775119617,413,418
4,29,15,1,0.0014020802918821573,97.72036474164135,643,658
4,30,15,2,0.0008468256564810872,98.48024316109422,648,658
76,29,15,1,0.0016925178933888674,98.71794871794873,77,78
76,30,15,2,0.00025808587088249624,100.0,78,78
39,29,15,1,0.006810995750129223,98.44357976653697,253,257
39,30,15,2,0.01694817841053009,87.54863813229572,225,257
26,31,16,1,0.0019835797138512135,95.84837545126354,531,554
26,32,16,2,0.0009610329288989305,98.19494584837545,544,554
29,31,16,1,0.0008995116222649813,98.20359281437125,984,1002
29,32,16,2,0.0006018903222866356,98.40319361277446,986,1002
4,31,16,1,0.0014536645030602813,96.80851063829788,637,658
4,32,16,2,0.0012928575742989779,98.0243161094225,645,658
41,31,16,1,0.0015140485484153032,97.02970297029702,588,606
41,32,16,2,0.0004431068373378366,99.5049504950495,603,606
99,31,16,1,0.001060444861650467,98.40848806366049,371,377
99,32,16,2,0.0006275877822190523,99.20424403183023,374,377
67,31,16,1,0.0012437363620847464,97.1943887775551,970,998
67,32,16,2,0.0004973019240424037,99.29859719438878,991,998
91,31,16,1,0.0007214494980871677,98.4375,252,256
91,32,16,2,0.0003807070606853813,99.609375,255,256
76,31,16,1,0.0007627896848134696,100.0,78,78
76,32,16,2,0.00016980462532956153,100.0,78,78
8,31,16,1,0.0030100736767053604,95.57661927330173,605,633
8,32,16,2,0.0010939211351796985,98.5781990521327,624,633
25,31,16,1,0.0015955637209117413,96.75425038639877,626,647
25,32,16,2,0.0006800347473472357,98.2998454404946,636,647
66,33,17,1,0.0014730453258380294,97.87878787878788,646,660
66,34,17,2,0.002366331173107028,96.51515151515152,637,660
68,33,17,1,0.0009574650321155787,98.38056680161942,486,494
68,34,17,2,0.0003743572742678225,99.39271255060729,491,494
59,33,17,1,0.0013507410185411572,96.84210526315789,736,760
59,34,17,2,0.000952849630266428,97.76315789473684,743,760
62,33,17,1,0.0006341239786706865,99.05437352245863,419,423
62,34,17,2,0.0002307731774635613,100.0,423,423
31,33,17,1,0.0010949866846203804,97.72455089820359,816,835
31,34,17,2,0.0008945975569076836,98.08383233532935,819,835
10,33,17,1,0.0013239051913842559,97.75784753363229,872,892
10,34,17,2,0.0009569773683324456,98.4304932735426,878,892
23,33,17,1,0.0006629141280427575,98.97610921501706,290,293
23,34,17,2,0.00021044682944193482,99.65870307167235,292,293
7,33,17,1,0.0010268018813803792,97.60765550239235,408,418
7,34,17,2,0.0002911862393375486,99.76076555023924,417,418
99,33,17,1,0.0006253606989048421,99.73474801061008,376,377
99,34,17,2,0.000251457211561501,99.73474801061008,376,377
45,33,17,1,0.0010952597949653864,97.77070063694268,614,628
45,34,17,2,0.0007483226363547146,98.24840764331209,617,628
63,35,18,1,0.001577536459080875,97.30033745781778,865,889
63,36,18,2,0.000738126109354198,98.65016872890888,877,889
55,35,18,1,0.0018592514097690582,97.45762711864407,345,354
55,36,18,2,0.0010290612699463964,98.87005649717514,350,354
79,35,18,1,0.0012402655556797981,95.6043956043956,174,182
79,36,18,2,0.00034701128606684506,99.45054945054946,181,182
9,35,18,1,0.0009305347339250147,98.1651376146789,428,436
9,36,18,2,0.0008868083823472261,98.62385321100918,430,436
62,35,18,1,0.000544386450201273,99.29078014184397,420,423
62,36,18,2,0.00018052809173241258,100.0,423,423
56,35,18,1,0.0007338226423598826,98.4090909090909,866,880
56,36,18,2,0.00021476847177837044,100.0,880,880
96,35,18,1,0.0010848722886294127,97.47023809523809,655,672
96,36,18,2,0.00027091088122688234,99.70238095238095,670,672
12,35,18,1,0.0012528588995337486,97.41379310344827,1130,1160
12,36,18,2,0.001131111173890531,98.62068965517241,1144,1160
92,35,18,1,0.0009992867708206177,98.07897545357524,919,937
92,36,18,2,0.0005921912961639464,98.82604055496265,926,937
86,35,18,1,0.0009717138600535691,98.0,245,250
86,36,18,2,0.0001917817717185244,100.0,250,250
28,37,19,1,0.0007871835259720683,98.40319361277446,493,501
28,38,19,2,0.0002570079523138702,99.40119760479041,498,501
63,37,19,1,0.0013376269489526749,96.962879640045,862,889
63,38,19,2,0.000982824363745749,97.86276715410574,870,889
33,37,19,1,0.001228737528435886,97.75280898876404,609,623
33,38,19,2,0.0009742490947246552,97.75280898876404,609,623
71,37,19,1,0.00067038310226053,98.41040462427746,1362,1384
71,38,19,2,0.00029467642889358103,99.34971098265896,1375,1384
13,37,19,1,0.0007339714793488383,98.36512261580381,722,734
13,38,19,2,0.00034056996810249984,99.1825613079019,728,734
32,37,19,1,0.0018201878992840648,96.41760491299898,942,977
32,38,19,2,0.0010270093334838748,98.05527123848515,958,977
76,37,19,1,0.0007822714978829026,98.71794871794873,77,78
76,38,19,2,0.00015571921539958566,100.0,78,78
97,37,19,1,0.0007709104684181511,98.56262833675564,480,487
97,38,19,2,0.00015116021677386016,99.7946611909651,486,487
23,37,19,1,0.0005160359432920814,99.31740614334471,291,293
23,38,19,2,0.0001612763589946553,99.65870307167235,292,293
25,37,19,1,0.0008989115012809634,98.45440494590417,637,647
25,38,19,2,0.0006485665217041969,98.2998454404946,636,647
12,39,20,1,0.001565369195304811,97.5,1131,1160
12,40,20,2,0.0006430922658182681,98.62068965517241,1144,1160
56,39,20,1,0.0009230732684955001,98.52272727272727,867,880
56,40,20,2,0.0006083652260713279,98.75,869,880
19,39,20,1,0.001063685747794807,97.5609756097561,200,205
19,40,20,2,0.0002678318414837122,99.51219512195122,204,205
11,39,20,1,0.0009380998671986163,98.13953488372093,633,645
11,40,20,2,0.0009504659101366997,98.6046511627907,636,645
13,39,20,1,0.0003291096945758909,99.59128065395095,731,734
13,40,20,2,0.00018066598568111658,99.59128065395095,731,734
78,39,20,1,0.0005383930401876569,99.33993399339934,301,303
78,40,20,2,0.000289223826257512,99.66996699669967,302,303
49,39,20,1,0.0006274213665165007,98.81422924901186,500,506
49,40,20,2,0.0002886638103518635,99.80237154150198,505,506
34,39,20,1,0.0004239998525008559,99.0314769975787,409,413
34,40,20,2,0.00026122492272406816,99.27360774818402,410,413
14,39,20,1,0.0009941456373780966,98.67021276595744,371,376
14,40,20,2,0.0006337782251648605,98.93617021276596,372,376
99,39,20,1,0.0005289415130391717,99.46949602122017,375,377
99,40,20,2,0.00021772983018308878,99.46949602122017,375,377
53,41,21,1,0.0010215035872533917,98.37618403247632,727,739
53,42,21,2,0.0005179251311346889,99.59404600811908,736,739
56,41,21,1,0.0005698936292901635,98.86363636363636,870,880
56,42,21,2,0.0003550141118466854,99.31818181818181,874,880
51,41,21,1,0.0006436962285079062,98.76760563380282,561,568
51,42,21,2,0.0006403163424693048,98.94366197183099,562,568
14,41,21,1,0.0008138850098475814,98.67021276595744,371,376
14,42,21,2,0.0005817725323140621,98.67021276595744,371,376
36,41,21,1,0.001049646525643766,97.81094527363184,983,1005
36,42,21,2,0.0006273236940614879,98.90547263681592,994,1005
6,41,21,1,0.001059742528013885,97.5609756097561,600,615
6,42,21,2,0.00043749623000621796,99.1869918699187,610,615
46,41,21,1,0.001389318029396236,97.46478873239437,692,710
46,42,21,2,0.0007343379547819495,98.87323943661971,702,710
99,41,21,1,0.0005388723220676184,99.73474801061008,376,377
99,42,21,2,0.00020740316540468484,99.46949602122017,375,377
88,41,21,1,0.0020102323032915592,96.22641509433963,510,530
88,42,21,2,0.0012453955132514238,97.16981132075472,515,530
37,41,21,1,0.0009915990522131324,98.48837209302326,847,860
37,42,21,2,0.0004951200680807233,99.18604651162791,853,860
42,43,22,1,0.0012173218419775367,98.30508474576271,232,236
42,44,22,2,0.00043811232899315655,99.57627118644068,235,236
17,43,22,1,0.0014478047378361225,97.74193548387096,606,620
17,44,22,2,0.00041216384852305055,99.03225806451613,614,620
2,43,22,1,0.0011298995232209563,98.54014598540147,540,548
2,44,22,2,0.0005759168416261673,99.27007299270073,544,548
64,43,22,1,0.0015212609432637691,97.41697416974169,792,813
64,44,22,2,0.0010024304501712322,97.90897908979089,796,813
6,43,22,1,0.0006159298936836421,98.86178861788618,608,615
6,44,22,2,0.0003162673965562135,99.51219512195122,612,615
38,43,22,1,0.0014881102833896875,96.42458100558659,863,895
38,44,22,2,0.0006671430310234427,98.99441340782123,886,895
37,43,22,1,0.0005034091300331056,99.06976744186046,852,860
37,44,22,2,0.000363289553206414,99.53488372093024,856,860
44,43,22,1,0.0012098931474611163,98.45261121856866,509,517
44,44,22,2,0.0007901826757006347,98.64603481624758,510,517
77,43,22,1,0.001377999084070325,97.62308998302207,575,589
77,44,22,2,0.0008164647733792663,98.81154499151104,582,589
4,43,22,1,0.000777069479227066,98.32826747720364,647,658
4,44,22,2,0.0022075523156672716,96.65653495440729,636,658
24,45,23,1,0.0010525002144277096,97.62532981530343,370,379
24,46,23,2,0.0004910299321636558,99.2084432717678,376,379
38,45,23,1,0.0008260098402388394,98.32402234636871,880,895
38,46,23,2,0.0005966628668829799,98.88268156424581,885,895
52,45,23,1,0.000547323317732662,98.02371541501977,248,253
52,46,23,2,0.0002677131269592792,99.60474308300395,252,253
10,45,23,1,0.0009849306661635637,98.31838565022422,877,892
10,46,23,2,0.0004136577481403947,99.10313901345292,884,892
11,45,23,1,0.0008230404346249998,98.75968992248062,637,645
11,46,23,2,0.00032147197634913027,99.2248062015504,640,645
76,45,23,1,0.0005851069581694901,98.71794871794873,77,78
76,46,23,2,0.00015881370927672833,100.0,78,78
97,45,23,1,0.0005017244257032871,99.17864476386036,483,487
97,46,23,2,0.00011700700270012021,100.0,487,487
7,45,23,1,0.0006496431306004524,98.80382775119617,413,418
7,46,23,2,0.0002190109807997942,99.52153110047847,416,418
70,45,23,1,0.001247531734406948,97.09944751381215,703,724
70,46,23,2,0.0011713922722265124,97.92817679558011,709,724
14,45,23,1,0.000616788282059133,98.40425531914893,370,376
14,46,23,2,0.00038819777546450496,98.93617021276596,372,376
95,47,24,1,0.0004152902984060347,99.33554817275747,598,602
95,48,24,2,3.554476279532537e-05,100.0,602,602
97,47,24,1,0.0003467606147751212,99.38398357289527,484,487
97,48,24,2,0.00010302217560820282,99.7946611909651,486,487
12,47,24,1,0.0010670410702005029,97.75862068965517,1134,1160
12,48,24,2,0.0007505938992835581,98.53448275862068,1143,1160
89,47,24,1,0.0005328109255060554,98.78048780487805,486,492
89,48,24,2,0.0002055854129139334,99.59349593495935,490,492
25,47,24,1,0.0008323672227561474,98.145285935085,635,647
25,48,24,2,0.00045821184176020324,99.38176197836167,643,647
34,47,24,1,0.0004154174530413002,99.75786924939467,412,413
34,48,24,2,7.427615491906181e-05,100.0,413,413
55,47,24,1,0.0011371170403435826,98.0225988700565,347,354
55,48,24,2,0.00023426840198226273,100.0,354,354
67,47,24,1,0.0011654684785753489,97.49498997995993,973,998
67,48,24,2,0.0010178148513659835,98.09619238476954,979,998
56,47,24,1,0.0005306639359332621,98.97727272727272,871,880
56,48,24,2,0.00019594928016886115,99.6590909090909,877,880
2,47,24,1,0.0013832140248268843,97.99270072992701,537,548
2,48,24,2,0.0008493809727951884,98.72262773722628,541,548
4,49,25,1,0.0009360077092424035,98.17629179331307,646,658
4,50,25,2,0.0009333975031040609,98.17629179331307,646,658
1,49,25,1,0.0010466993553563952,98.42105263157895,748,760
1,50,25,2,0.00046877196291461587,99.21052631578947,754,760
20,49,25,1,0.001070101629011333,97.9020979020979,420,429
20,50,25,2,0.0003218764904886484,99.3006993006993,426,429
48,49,25,1,0.0005049777100794017,99.10714285714286,444,448
48,50,25,2,0.00018124871712643653,99.77678571428571,447,448
55,49,25,1,0.0009364672587253153,98.58757062146893,349,354
55,50,25,2,0.00013293768279254436,99.71751412429379,353,354
98,49,25,1,0.0010116209741681814,97.67726161369194,799,818
98,50,25,2,0.0003354457439854741,99.26650366748166,812,818
27,49,25,1,0.001200411468744278,98.08917197452229,462,471
27,50,25,2,0.00046634385944344103,99.36305732484077,468,471
42,49,25,1,0.00046004547039046884,99.57627118644068,235,236
42,50,25,2,0.0001899947237689048,99.57627118644068,235,236
0,49,25,1,0.0012902294984087348,97.24137931034483,423,435
0,50,25,2,0.00042564960313029587,99.3103448275862,432,435
44,49,25,1,0.0014510053442791104,97.87234042553192,506,517
44,50,25,2,0.0015493239043280482,97.87234042553192,506,517
25,51,26,1,0.0008079651743173599,99.0726429675425,641,647
25,52,26,2,0.0030241943895816803,95.98145285935085,621,647
8,51,26,1,0.0010814069537445903,97.94628751974723,620,633
8,52,26,2,0.0002903871063608676,99.84202211690362,632,633
12,51,26,1,0.0007419263711199164,98.53448275862068,1143,1160
12,52,26,2,0.0006223458331078291,98.79310344827587,1146,1160
99,51,26,1,0.0005586027982644737,99.20424403183023,374,377
99,52,26,2,0.00018759860540740192,99.46949602122017,375,377
53,51,26,1,0.0007510056020691991,98.51150202976996,728,739
53,52,26,2,0.00017660888261161745,99.59404600811908,736,739
26,51,26,1,0.0006773556815460324,98.55595667870037,546,554
26,52,26,2,0.0006296325591392815,98.73646209386283,547,554
60,51,26,1,0.0018447781912982464,97.92899408284023,331,338
60,52,26,2,0.0004976496566087008,99.11242603550295,335,338
63,51,26,1,0.0013229743344709277,97.52530933633295,867,889
63,52,26,2,0.0007212217897176743,98.87514060742407,879,889
52,51,26,1,0.000271034863544628,99.2094861660079,251,253
52,52,26,2,0.00012465975305531174,99.60474308300395,252,253
90,51,26,1,0.0010714243398979306,97.65739385065886,667,683
90,52,26,2,0.0007606860599480569,97.9502196193265,669,683
66,53,27,1,0.0008031002944335341,98.48484848484848,650,660
66,54,27,2,0.001391492085531354,97.42424242424242,643,660
33,53,27,1,0.0010634344071149826,97.75280898876404,609,623
33,54,27,2,0.0011253998382017016,98.23434991974318,612,623
56,53,27,1,0.0004962061066180468,99.31818181818181,874,880
56,54,27,2,0.00013323340681381524,100.0,880,880
97,53,27,1,0.00037826920743100345,98.97330595482546,482,487
97,54,27,2,9.388610487803817e-05,100.0,487,487
10,53,27,1,0.0010400844039395452,97.86995515695067,873,892
10,54,27,2,0.0012602987699210644,97.6457399103139,871,892
13,53,27,1,0.0005630594096146524,98.77384196185287,725,734
13,54,27,2,0.000556463492102921,98.9100817438692,726,734
77,53,27,1,0.0017928604502230883,97.96264855687606,577,589
77,54,27,2,0.0012500373413786292,97.96264855687606,577,589
37,53,27,1,0.00047831443953327835,98.95348837209302,851,860
37,54,27,2,0.0005333595327101648,99.06976744186046,852,860
90,53,27,1,0.0008520997362211347,98.5358711566618,673,683
90,54,27,2,0.0004235488304402679,99.12152269399708,677,683
59,53,27,1,0.0009111174149438739,97.89473684210527,744,760
59,54,27,2,0.0004098548961337656,99.21052631578947,754,760
55,55,28,1,0.0010806228965520859,98.58757062146893,349,354
55,56,28,2,0.00016109150601550937,100.0,354,354
58,55,28,1,0.0012323228875175118,97.82608695652173,270,276
58,56,28,2,0.0002673958078958094,100.0,276,276
88,55,28,1,0.0007684343145228922,98.11320754716981,520,530
88,56,28,2,0.0005443913978524506,98.49056603773585,522,530
23,55,28,1,0.0008727843523956835,98.97610921501706,290,293
23,56,28,2,0.00036776490742340684,98.97610921501706,290,293
39,55,28,1,0.0008060156251303852,98.44357976653697,253,257
39,56,28,2,0.0003108410455752164,99.61089494163424,256,257
75,55,28,1,0.0007274004747159779,98.10495626822157,673,686
75,56,28,2,0.0004951753071509302,98.68804664723032,677,686
82,55,28,1,0.0012848726473748684,98.03646563814866,699,713
82,56,28,2,0.00158352917060256,97.3352033660589,694,713
61,55,28,1,0.0009919791482388973,98.28326180257511,687,699
61,56,28,2,0.0006351402262225747,98.56938483547926,689,699
95,55,28,1,0.00041446174145676196,99.16943521594685,597,602
95,56,28,2,0.00036896701203659177,99.33554817275747,598,602
93,55,28,1,0.0005521976854652166,99.19743178170144,618,623
93,56,28,2,0.00010656510130502284,99.67897271268058,621,623
37,57,29,1,0.0004531527520157397,99.30232558139535,854,860
37,58,29,2,0.0003159052284900099,99.53488372093024,856,860
43,57,29,1,0.0008449962479062378,98.2843137254902,401,408
43,58,29,2,0.00021398274111561477,99.75490196078431,407,408
50,57,29,1,0.0010422631166875362,98.10126582278481,465,474
50,58,29,2,0.0006311365286819637,99.36708860759494,471,474
84,57,29,1,0.0010071005672216415,98.31460674157303,1225,1246
84,58,29,2,0.000572318269405514,99.11717495987159,1235,1246
25,57,29,1,0.0005910873878747225,98.76352395672335,639,647
25,58,29,2,0.0002923020801972598,99.53632148377125,644,647
28,57,29,1,0.0006899346481077373,98.20359281437125,492,501
28,58,29,2,0.00015825312584638596,100.0,501,501
8,57,29,1,0.0009702403913252056,97.94628751974723,620,633
8,58,29,2,0.0006893565296195447,98.5781990521327,624,633
16,57,29,1,0.0008111034985631704,98.5792349726776,902,915
16,58,29,2,0.0004879953048657626,99.23497267759562,908,915
6,57,29,1,0.0005740885389968753,99.1869918699187,610,615
6,58,29,2,0.00015293617616407573,99.51219512195122,612,615
3,57,29,1,0.0014023163821548223,97.0747562296858,896,923
3,58,29,2,0.0007825565990060568,98.48320693391116,909,923
23,59,30,1,0.0005165645270608366,99.65870307167235,292,293
23,60,30,2,9.00234590517357e-05,100.0,293,293
43,59,30,1,0.0005662617622874677,99.01960784313727,404,408
43,60,30,2,0.00037260405952110887,99.50980392156863,406,408
27,59,30,1,0.0009204161469824612,98.08917197452229,462,471
27,60,30,2,0.00118666619528085,97.66454352441613,460,471
82,59,30,1,0.0007107977289706469,98.45722300140253,702,713
82,60,30,2,0.0002736505994107574,99.29873772791024,708,713
37,59,30,1,0.0004718998388852924,98.95348837209302,851,860
37,60,30,2,0.00048450453323312104,98.95348837209302,851,860
35,59,30,1,0.00039701643981970847,98.99799599198397,494,499
35,60,30,2,0.00011710370017681271,99.79959919839679,498,499
29,59,30,1,0.0009386187302879989,98.30339321357286,985,1002
29,60,30,2,0.00037074799183756113,99.50099800399201,997,1002
47,59,30,1,0.001369078760035336,98.96907216494846,768,776
47,60,30,2,0.003706631250679493,93.1701030927835,723,776
11,59,30,1,0.0006750202155672014,98.91472868217053,638,645
11,60,30,2,0.00029329341487027705,99.53488372093024,642,645
42,59,30,1,0.00045695932931266725,99.57627118644068,235,236
42,60,30,2,0.0001746049674693495,100.0,236,236
33,61,31,1,0.0009062348399311304,98.3948635634029,613,623
33,62,31,2,0.0005132316146045923,98.87640449438202,616,623
12,61,31,1,0.0006374056683853269,98.87931034482759,1147,1160
12,62,31,2,0.000501881877426058,99.13793103448276,1150,1160
93,61,31,1,0.00038758167647756636,99.35794542536117,619,623
93,62,31,2,0.00013209959433879703,99.83948635634029,622,623
15,61,31,1,0.0011165430769324303,98.50374064837905,395,401
15,62,31,2,0.00035030304570682347,99.75062344139651,400,401
41,61,31,1,0.0009885001927614212,98.18481848184818,595,606
41,62,31,2,0.0004576604114845395,99.00990099009901,600,606
97,61,31,1,0.00030191135010682046,99.38398357289527,484,487
97,62,31,2,6.959459278732538e-05,100.0,487,487
20,61,31,1,0.0009479342261329293,98.6013986013986,423,429
20,62,31,2,0.0003003187302965671,99.53379953379954,427,429
86,61,31,1,0.0006509062950499356,99.2,248,250
86,62,31,2,9.097647853195667e-05,100.0,250,250
54,61,31,1,0.000843072310090065,98.45857418111753,511,519
54,62,31,2,0.0003109670360572636,99.8073217726397,518,519
52,61,31,1,0.00037808570777997375,98.81422924901186,250,253
52,62,31,2,0.00012003223673673347,100.0,253,253
24,63,32,1,0.0010404533240944147,97.36147757255937,369,379
24,64,32,2,0.0003206330584362149,98.94459102902374,375,379
38,63,32,1,0.0008870093734003603,98.10055865921787,878,895
38,64,32,2,0.0007886163657531142,98.54748603351955,882,895
42,63,32,1,0.0005107147735543549,99.15254237288136,234,236
42,64,32,2,0.0001487044064560905,100.0,236,236
32,63,32,1,0.001343803247436881,97.13408393039919,949,977
32,64,32,2,0.0009232175652869046,98.15762538382803,959,977
60,63,32,1,0.0008865605341270566,97.92899408284023,331,338
60,64,32,2,0.000437352602602914,99.40828402366864,336,338
8,63,32,1,0.0007713460945524275,98.10426540284361,621,633
8,64,32,2,0.0003907963109668344,99.68404423380727,631,633
35,63,32,1,0.00032965175341814756,99.19839679358718,495,499
35,64,32,2,0.00020206827321089804,99.79959919839679,498,499
92,63,32,1,0.0008096500532701612,98.61259338313766,924,937
92,64,32,2,0.00035359818139113486,99.46638207043756,932,937
27,63,32,1,0.0007542430539615452,98.93842887473461,466,471
27,64,32,2,0.0001493284071329981,99.78768577494692,470,471
96,63,32,1,0.0008322039502672851,98.36309523809523,661,672
96,64,32,2,0.0005154921673238277,98.36309523809523,661,672
56,65,33,1,0.0005780779756605625,98.52272727272727,867,880
56,66,33,2,0.00035210952046327293,99.20454545454545,873,880
82,65,33,1,0.0007277215481735766,98.59747545582047,703,713
82,66,33,2,0.00024573944392614067,99.57924263674614,710,713
85,65,33,1,0.00023330013209488243,99.76798143851508,430,431
85,66,33,2,9.454030805500224e-05,99.76798143851508,430,431
17,65,33,1,0.0014061678666621447,97.74193548387096,606,620
17,66,33,2,0.0004629673494491726,98.87096774193549,613,620
76,65,33,1,0.0010627973824739456,98.71794871794873,77,78
76,66,33,2,0.00012576628068927675,100.0,78,78
61,65,33,1,0.0006321888067759573,98.85550786838341,691,699
61,66,33,2,0.0003097970620729029,99.14163090128756,693,699
26,65,33,1,0.0004456033348105848,99.09747292418773,549,554
26,66,33,2,0.000431098451372236,99.09747292418773,549,554
86,65,33,1,0.0005821998929604888,98.8,247,250
86,66,33,2,0.00010680279228836298,100.0,250,250
89,65,33,1,0.000619357917457819,98.57723577235772,485,492
89,66,33,2,0.00012272440653759986,99.79674796747967,491,492
75,65,33,1,0.0004926667315885425,98.68804664723032,677,686
75,66,33,2,0.0004848069220315665,99.12536443148689,680,686
36,67,34,1,0.0007978731882758439,98.2089552238806,987,1005
36,68,34,2,0.0006075734854675829,98.90547263681592,994,1005
65,67,34,1,0.0003802840947173536,99.46091644204851,369,371
65,68,34,2,0.00010231758642476052,100.0,371,371
96,67,34,1,0.0006479495787061751,98.95833333333334,665,672
96,68,34,2,0.00037160582724027336,99.40476190476191,668,672
83,67,34,1,0.0006357949459925294,98.84526558891456,428,433
83,68,34,2,0.00021430614287965,100.0,433,433
63,67,34,1,0.0011013164184987545,98.31271091113611,874,889
