model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,global_in_74_trigger,,20,12.908695913445833,0.13380909901873325,12,8968
51,51_trigger,,21,10.437268855208057,2.631578947368421,236,8968
global,combine,,21,11.163084395967564,0.535236396074933,48,8968
global,global_in_41_trigger,,21,11.733755878206878,0.45718108831400533,41,8968
global,global_in_73_trigger,,21,11.689205641835848,0.4683318465655665,42,8968
global,global_in_51_trigger,,21,11.680163308619177,0.45718108831400533,41,8968
global,global_in_74_trigger,,21,11.044748854147974,0.5686886708296164,51,8968
global,combine,,22,11.179236479256431,0.1672613737734166,15,8968
global,global_in_41_trigger,,22,11.666607506247528,0.11150758251561106,10,8968
global,global_in_73_trigger,,22,11.624903590417567,0.11150758251561106,10,8968
global,global_in_51_trigger,,22,11.623655565927116,0.11150758251561106,10,8968
global,global_in_74_trigger,,22,11.07276498112266,0.17841213202497772,16,8968
global,combine,,23,13.05862693037974,0.06690454950936663,6,8968
global,global_in_41_trigger,,23,13.57847565949548,0.04460303300624443,4,8968
global,global_in_73_trigger,,23,13.536911063487779,0.06690454950936663,6,8968
global,global_in_51_trigger,,23,13.538572665307269,0.04460303300624443,4,8968
global,global_in_74_trigger,,23,12.937355934776013,0.07805530776092774,7,8968
global,combine,,24,11.353144515528411,0.6578947368421052,59,8968
global,global_in_41_trigger,,24,11.949484560555586,0.5686886708296164,51,8968
global,global_in_73_trigger,,24,11.90963886509401,0.5686886708296164,51,8968
global,global_in_51_trigger,,24,11.888461394569472,0.5798394290811775,52,8968
global,global_in_74_trigger,,24,11.231808964425596,0.6578947368421052,59,8968
global,combine,,25,12.372767535200298,0.12265834076717218,11,8968
global,global_in_41_trigger,,25,12.890264776537824,0.11150758251561106,10,8968
global,global_in_73_trigger,,25,12.847413048586816,0.12265834076717218,11,8968
global,global_in_51_trigger,,25,12.847455194015572,0.11150758251561106,10,8968
global,global_in_74_trigger,,25,12.255934574899666,0.13380909901873325,12,8968
global,combine,,26,11.518741251207908,0.3791257805530776,34,8968
global,global_in_41_trigger,,26,12.077895671528008,0.25646743978590547,23,8968
global,global_in_73_trigger,,26,12.037190721462498,0.2676181980374665,24,8968
global,global_in_51_trigger,,26,12.026213980274047,0.24531668153434436,22,8968
global,global_in_74_trigger,,26,11.391714628629659,0.40142729705619984,36,8968
global,combine,,27,12.466338155952338,0.10035682426404996,9,8968
global,global_in_41_trigger,,27,13.083382427851927,0.07805530776092774,7,8968
global,global_in_73_trigger,,27,13.022033861553318,0.08920606601248886,8,8968
global,global_in_51_trigger,,27,13.028936995234902,0.08920606601248886,8,8968
global,global_in_74_trigger,,27,12.367334692527097,0.11150758251561106,10,8968
global,combine,,28,11.913314936737414,0.31222123104371097,28,8968
global,global_in_41_trigger,,28,12.472685467654525,0.24531668153434436,22,8968
global,global_in_73_trigger,,28,12.428932599145105,0.25646743978590547,23,8968
global,global_in_51_trigger,,28,12.424118735341489,0.25646743978590547,23,8968
global,global_in_74_trigger,,28,11.812709483368709,0.31222123104371097,28,8968
global,combine,,29,13.118771886527805,0.14495985727029437,13,8968
global,global_in_41_trigger,,29,13.729865251110665,0.12265834076717218,11,8968
global,global_in_73_trigger,,29,13.674549158931736,0.12265834076717218,11,8968
global,global_in_51_trigger,,29,13.678324460345225,0.12265834076717218,11,8968
global,global_in_74_trigger,,29,13.011574172633338,0.14495985727029437,13,8968
global,combine,,30,12.095460820261865,0.14495985727029437,13,8968
global,global_in_41_trigger,,30,12.75321748445972,0.10035682426404996,9,8968
global,global_in_73_trigger,,30,12.687706287156036,0.11150758251561106,10,8968
global,global_in_51_trigger,,30,12.69488148940237,0.11150758251561106,10,8968
global,global_in_74_trigger,,30,11.997913696636163,0.13380909901873325,12,8968
41,41_trigger,,31,12.705359257299063,1.4049955396966993,126,8968
global,combine,,31,12.949371203474442,0.13380909901873325,12,8968
global,global_in_41_trigger,,31,13.590747712447534,0.08920606601248886,8,8968
global,global_in_73_trigger,,31,13.524792190538147,0.08920606601248886,8,8968
global,global_in_51_trigger,,31,13.537390641715248,0.08920606601248886,8,8968
global,global_in_74_trigger,,31,12.844441401118365,0.13380909901873325,12,8968
global,combine,,32,12.981981115826105,0.12265834076717218,11,8968
global,global_in_41_trigger,,32,13.613029946183435,0.08920606601248886,8,8968
global,global_in_73_trigger,,32,13.549379556334307,0.08920606601248886,8,8968
global,global_in_51_trigger,,32,13.562861948753445,0.08920606601248886,8,8968
global,global_in_74_trigger,,32,12.885357997121819,0.12265834076717218,11,8968
global,combine,,33,13.047941975249019,0.22301516503122212,20,8968
global,global_in_41_trigger,,33,13.71549821048842,0.14495985727029437,13,8968
global,global_in_73_trigger,,33,13.655142321318626,0.14495985727029437,13,8968
global,global_in_51_trigger,,33,13.658416737838051,0.14495985727029437,13,8968
global,global_in_74_trigger,,33,12.961361573701666,0.20071364852809992,18,8968
global,combine,,34,12.426710889341575,0.1895628902765388,17,8968
global,global_in_41_trigger,,34,13.069486575505225,0.15611061552185548,14,8968
global,global_in_73_trigger,,34,13.005200044902493,0.1672613737734166,15,8968
global,global_in_51_trigger,,34,13.016769578476021,0.15611061552185548,14,8968
global,global_in_74_trigger,,34,12.34997570844339,0.20071364852809992,18,8968
73,73_trigger,,35,14.700196107086807,0.022301516503122214,2,8968
74,74_trigger,,35,10.941519812108362,1.2265834076717217,110,8968
global,combine,,35,13.079482234236814,0.12265834076717218,11,8968
global,global_in_41_trigger,,35,13.720905355849935,0.07805530776092774,7,8968
global,global_in_73_trigger,,35,13.65812516531489,0.07805530776092774,7,8968
global,global_in_51_trigger,,35,13.666264271970098,0.07805530776092774,7,8968
global,global_in_74_trigger,,35,12.993129849327557,0.12265834076717218,11,8968
global,combine,,36,13.425915118310199,0.14495985727029437,13,8968
global,global_in_41_trigger,,36,14.087490399111392,0.10035682426404996,9,8968
global,global_in_73_trigger,,36,14.022045252899524,0.10035682426404996,9,8968
global,global_in_51_trigger,,36,14.032041062211267,0.10035682426404996,9,8968
global,global_in_74_trigger,,36,13.339623994002057,0.13380909901873325,12,8968
global,combine,,37,12.333035736186073,0.23416592328278324,21,8968
global,global_in_41_trigger,,37,12.977925668115812,0.15611061552185548,14,8968
global,global_in_73_trigger,,37,12.918216897588453,0.17841213202497772,16,8968
global,global_in_51_trigger,,37,12.919820251260667,0.1672613737734166,15,8968
global,global_in_74_trigger,,37,12.25122281209791,0.24531668153434436,22,8968
51,51_trigger,,38,13.69386673313927,0.825156110615522,74,8968
global,combine,,38,13.911066712065534,0.08920606601248886,8,8968
global,global_in_41_trigger,,38,14.583985509880943,0.05575379125780553,5,8968
global,global_in_73_trigger,,38,14.520278178614022,0.05575379125780553,5,8968
global,global_in_51_trigger,,38,14.526016138367734,0.05575379125780553,5,8968
global,global_in_74_trigger,,38,13.82544050463388,0.07805530776092774,7,8968
41,41_trigger,,39,13.195751254841433,1.1373773416592328,102,8968
global,combine,,39,12.140333846889364,0.6690454950936664,60,8968
global,global_in_41_trigger,,39,12.772733843188323,0.45718108831400533,41,8968
global,global_in_73_trigger,,39,12.717749128588387,0.47948260481712757,43,8968
global,global_in_51_trigger,,39,12.719964659501143,0.45718108831400533,41,8968
global,global_in_74_trigger,,39,12.054772350641365,0.6578947368421052,59,8968
73,73_trigger,,40,15.194654813523169,0.0,0,8968
global,combine,,40,13.441789564971515,0.08920606601248886,8,8968
global,global_in_41_trigger,,40,14.007897083510468,0.04460303300624443,4,8968
global,global_in_73_trigger,,40,13.94639495693074,0.06690454950936663,6,8968
global,global_in_51_trigger,,40,13.966720267984082,0.05575379125780553,5,8968
global,global_in_74_trigger,,40,13.343916202208275,0.08920606601248886,8,8968
74,74_trigger,,41,10.808176186975892,2.642729705619982,237,8968
global,combine,,41,13.308900108303373,0.211864406779661,19,8968
global,global_in_41_trigger,,41,13.964009038259896,0.12265834076717218,11,8968
global,global_in_73_trigger,,41,13.904914091996696,0.13380909901873325,12,8968
global,global_in_51_trigger,,41,13.908329198022276,0.13380909901873325,12,8968
global,global_in_74_trigger,,41,13.207081496130666,0.20071364852809992,18,8968
global,combine,,42,13.216612474712063,0.13380909901873325,12,8968
global,global_in_41_trigger,,42,13.855193622190967,0.07805530776092774,7,8968
global,global_in_73_trigger,,42,13.790645384979928,0.08920606601248886,8,8968
global,global_in_51_trigger,,42,13.804803826147483,0.07805530776092774,7,8968
global,global_in_74_trigger,,42,13.110245805888384,0.12265834076717218,11,8968
global,combine,,43,13.41801772087839,0.14495985727029437,13,8968
global,global_in_41_trigger,,43,14.095275553074615,0.07805530776092774,7,8968
global,global_in_73_trigger,,43,14.028040951431914,0.06690454950936663,6,8968
global,global_in_51_trigger,,43,14.037501631199941,0.07805530776092774,7,8968
global,global_in_74_trigger,,43,13.316724818056976,0.12265834076717218,11,8968
41,41_trigger,,44,13.278331732771207,0.9924174843889385,89,8968
global,combine,,44,12.991497986663356,0.3010704727921499,27,8968
global,global_in_41_trigger,,44,13.76645016053444,0.20071364852809992,18,8968
global,global_in_73_trigger,,44,13.692011817877681,0.20071364852809992,18,8968
global,global_in_51_trigger,,44,13.696569280258574,0.211864406779661,19,8968
global,global_in_74_trigger,,44,12.898408612430787,0.3010704727921499,27,8968
global,combine,,45,13.841900389073258,0.20071364852809992,18,8968
global,global_in_41_trigger,,45,14.543514944207551,0.12265834076717218,11,8968
global,global_in_73_trigger,,45,14.472404052911328,0.13380909901873325,12,8968
global,global_in_51_trigger,,45,14.485491807922308,0.12265834076717218,11,8968
global,global_in_74_trigger,,45,13.738231145091401,0.1895628902765388,17,8968
global,combine,,46,13.385602323207124,0.10035682426404996,9,8968
global,global_in_41_trigger,,46,14.021624958164239,0.06690454950936663,6,8968
global,global_in_73_trigger,,46,13.959664178043472,0.06690454950936663,6,8968
global,global_in_51_trigger,,46,13.968924446684458,0.06690454950936663,6,8968
global,global_in_74_trigger,,46,13.299333143617083,0.08920606601248886,8,8968
41,41_trigger,,47,12.232001339506613,1.6391614629794826,147,8968
global,combine,,47,13.866560210296877,0.12265834076717218,11,8968
global,global_in_41_trigger,,47,14.55737099660283,0.05575379125780553,5,8968
global,global_in_73_trigger,,47,14.487659849937636,0.06690454950936663,6,8968
global,global_in_51_trigger,,47,14.499696995295338,0.06690454950936663,6,8968
global,global_in_74_trigger,,47,13.782222206735058,0.12265834076717218,11,8968
global,combine,,48,13.167628090898445,0.13380909901873325,12,8968
global,global_in_41_trigger,,48,13.83502073823927,0.10035682426404996,9,8968
global,global_in_73_trigger,,48,13.769166100780204,0.11150758251561106,10,8968
global,global_in_51_trigger,,48,13.777615947876521,0.11150758251561106,10,8968
global,global_in_74_trigger,,48,13.090270665157703,0.13380909901873325,12,8968
73,73_trigger,,49,13.115201219291585,0.07805530776092774,7,8968
global,combine,,49,13.13178202980443,0.22301516503122212,20,8968
global,global_in_41_trigger,,49,13.823130189043193,0.14495985727029437,13,8968
global,global_in_73_trigger,,49,13.75363227748956,0.14495985727029437,13,8968
global,global_in_51_trigger,,49,13.762521895205305,0.14495985727029437,13,8968
global,global_in_74_trigger,,49,13.053901199354431,0.23416592328278324,21,8968
51,51_trigger,,50,13.267550588398507,1.1819803746654773,106,8968
global,combine,,50,13.196957835759784,0.11150758251561106,10,8968
global,global_in_41_trigger,,50,13.805178963000172,0.05575379125780553,5,8968
global,global_in_73_trigger,,50,13.736707976627946,0.05575379125780553,5,8968
global,global_in_51_trigger,,50,13.756427228078579,0.05575379125780553,5,8968
global,global_in_74_trigger,,50,13.10325956812509,0.10035682426404996,9,8968
51,51_trigger,,51,11.041931011121683,4.304192685102587,386,8968
global,combine,,51,12.851349840836265,0.27876895628902765,25,8968
global,global_in_41_trigger,,51,13.466073990718899,0.23416592328278324,21,8968
global,global_in_73_trigger,,51,13.400759873062665,0.23416592328278324,21,8968
global,global_in_51_trigger,,51,13.41271405385925,0.23416592328278324,21,8968
global,global_in_74_trigger,,51,12.772947114881504,0.27876895628902765,25,8968
73,73_trigger,,52,14.937160415377178,0.022301516503122214,2,8968
global,combine,,52,12.790681551440713,0.17841213202497772,16,8968
global,global_in_41_trigger,,52,13.357881716167576,0.14495985727029437,13,8968
global,global_in_73_trigger,,52,13.29685300593925,0.13380909901873325,12,8968
global,global_in_51_trigger,,52,13.310822601726713,0.14495985727029437,13,8968
global,global_in_74_trigger,,52,12.711081389972506,0.17841213202497772,16,8968
global,combine,,53,13.828636923185105,0.04460303300624443,4,8968
global,global_in_41_trigger,,53,14.394966584885365,0.04460303300624443,4,8968
global,global_in_73_trigger,,53,14.334464620203976,0.04460303300624443,4,8968
global,global_in_51_trigger,,53,14.351817058729976,0.04460303300624443,4,8968
global,global_in_74_trigger,,53,13.750019948042258,0.04460303300624443,4,8968
73,73_trigger,,54,14.389387140095394,0.03345227475468331,3,8968
global,combine,,54,13.973422655348902,0.11150758251561106,10,8968
global,global_in_41_trigger,,54,14.599871602258334,0.07805530776092774,7,8968
global,global_in_73_trigger,,54,14.533416059801985,0.07805530776092774,7,8968
global,global_in_51_trigger,,54,14.553227380383344,0.07805530776092774,7,8968
global,global_in_74_trigger,,54,13.88837707648843,0.11150758251561106,10,8968
51,51_trigger,,55,11.081805860432635,3.077609277430865,276,8968
global,combine,,55,12.861094669610873,0.3679750223015165,33,8968
global,global_in_41_trigger,,55,13.529333068684315,0.24531668153434436,22,8968
global,global_in_73_trigger,,55,13.462693730812855,0.24531668153434436,22,8968
global,global_in_51_trigger,,55,13.474163524175095,0.2676181980374665,24,8968
global,global_in_74_trigger,,55,12.795918989564349,0.3345227475468332,30,8968
global,combine,,56,12.808795159039596,0.24531668153434436,22,8968
global,global_in_41_trigger,,56,13.509374851631756,0.15611061552185548,14,8968
global,global_in_73_trigger,,56,13.441664350341197,0.15611061552185548,14,8968
global,global_in_51_trigger,,56,13.451090579581622,0.17841213202497772,16,8968
global,global_in_74_trigger,,56,12.75134624784063,0.24531668153434436,22,8968
global,combine,,57,12.579984019208869,0.15611061552185548,14,8968
global,global_in_41_trigger,,57,13.29119816983416,0.07805530776092774,7,8968
global,global_in_73_trigger,,57,13.222095038612222,0.07805530776092774,7,8968
global,global_in_51_trigger,,57,13.233359876219232,0.08920606601248886,8,8968
global,global_in_74_trigger,,57,12.524444314648699,0.17841213202497772,16,8968
74,74_trigger,,58,10.885061190874847,1.5276538804638715,137,8968
global,combine,,58,12.503097573313513,0.1895628902765388,17,8968
global,global_in_41_trigger,,58,13.146095650202456,0.11150758251561106,10,8968
global,global_in_73_trigger,,58,13.082732625990229,0.12265834076717218,11,8968
global,global_in_51_trigger,,58,13.097198687101665,0.11150758251561106,10,8968
global,global_in_74_trigger,,58,12.43461989846004,0.20071364852809992,18,8968
74,74_trigger,,59,11.317761079208006,0.7917038358608386,71,8968
global,combine,,59,13.755946562611344,0.08920606601248886,8,8968
global,global_in_41_trigger,,59,14.430772962578697,0.06690454950936663,6,8968
global,global_in_73_trigger,,59,14.357921785802102,0.06690454950936663,6,8968
global,global_in_51_trigger,,59,14.380661648793692,0.06690454950936663,6,8968
global,global_in_74_trigger,,59,13.689988010382674,0.10035682426404996,9,8968
51,51_trigger,,60,10.863019004025489,2.11864406779661,190,8968
global,combine,,60,13.586833336223565,0.11150758251561106,10,8968
global,global_in_41_trigger,,60,14.268913143134139,0.04460303300624443,4,8968
global,global_in_73_trigger,,60,14.206093890235213,0.06690454950936663,6,8968
global,global_in_51_trigger,,60,14.215902233208853,0.06690454950936663,6,8968
global,global_in_74_trigger,,60,13.512526353909223,0.11150758251561106,10,8968
73,73_trigger,,61,14.636281268709372,0.04460303300624443,4,8968
global,combine,,61,13.628819738723251,0.14495985727029437,13,8968
global,global_in_41_trigger,,61,14.28052998184626,0.07805530776092774,7,8968
global,global_in_73_trigger,,61,14.217362267751975,0.07805530776092774,7,8968
global,global_in_51_trigger,,61,14.231842758185516,0.07805530776092774,7,8968
global,global_in_74_trigger,,61,13.547837638514686,0.13380909901873325,12,8968
global,combine,,62,14.709405012581627,0.06690454950936663,6,8968
global,global_in_41_trigger,,62,15.37964627064306,0.04460303300624443,4,8968
global,global_in_73_trigger,,62,15.31056202659641,0.04460303300624443,4,8968
global,global_in_51_trigger,,62,15.332203212537264,0.04460303300624443,4,8968
global,global_in_74_trigger,,62,14.632666002523676,0.06690454950936663,6,8968
global,combine,,63,13.807171306899358,0.20071364852809992,18,8968
global,global_in_41_trigger,,63,14.526465273881788,0.13380909901873325,12,8968
global,global_in_73_trigger,,63,14.459042492134033,0.15611061552185548,14,8968
global,global_in_51_trigger,,63,14.471674829801207,0.14495985727029437,13,8968
global,global_in_74_trigger,,63,13.725463209569082,0.211864406779661,19,8968
global,combine,,64,14.063719546124938,0.04460303300624443,4,8968
global,global_in_41_trigger,,64,14.719400634731596,0.03345227475468331,3,8968
global,global_in_73_trigger,,64,14.649689615676703,0.04460303300624443,4,8968
global,global_in_51_trigger,,64,14.671847186909522,0.03345227475468331,3,8968
global,global_in_74_trigger,,64,13.983335392906877,0.04460303300624443,4,8968
global,combine,,65,13.666617490477481,0.07805530776092774,7,8968
global,global_in_41_trigger,,65,14.327208019600288,0.05575379125780553,5,8968
global,global_in_73_trigger,,65,14.260703074091998,0.05575379125780553,5,8968
global,global_in_51_trigger,,65,14.276880476115327,0.05575379125780553,5,8968
global,global_in_74_trigger,,65,13.599255495471256,0.07805530776092774,7,8968
41,41_trigger,,66,12.427650358930004,1.0927743086529884,98,8968
global,combine,,66,13.494028462351272,0.13380909901873325,12,8968
global,global_in_41_trigger,,66,14.163022755087752,0.10035682426404996,9,8968
global,global_in_73_trigger,,66,14.100270925516746,0.10035682426404996,9,8968
global,global_in_51_trigger,,66,14.11380024704946,0.10035682426404996,9,8968
global,global_in_74_trigger,,66,13.424275741100736,0.13380909901873325,12,8968
global,combine,,67,13.591777138790842,0.10035682426404996,9,8968
global,global_in_41_trigger,,67,14.249750881722525,0.07805530776092774,7,8968
global,global_in_73_trigger,,67,14.184154195725972,0.07805530776092774,7,8968
global,global_in_51_trigger,,67,14.202562589926128,0.07805530776092774,7,8968
global,global_in_74_trigger,,67,13.52912375801488,0.08920606601248886,8,8968
41,41_trigger,,68,13.44731335465553,0.8920606601248885,80,8968
global,combine,,68,13.725329937624357,0.211864406779661,19,8968
global,global_in_41_trigger,,68,14.413175517379122,0.14495985727029437,13,8968
global,global_in_73_trigger,,68,14.35008045438142,0.15611061552185548,14,8968
global,global_in_51_trigger,,68,14.360884362730355,0.13380909901873325,12,8968
global,global_in_74_trigger,,68,13.655261477862586,0.211864406779661,19,8968
74,74_trigger,,69,10.656060122677943,1.8621766280107046,167,8968
global,combine,,69,12.63722662283415,0.20071364852809992,18,8968
global,global_in_41_trigger,,69,13.315107199254577,0.11150758251561106,10,8968
global,global_in_73_trigger,,69,13.23981412110001,0.12265834076717218,11,8968
global,global_in_51_trigger,,69,13.265221486019302,0.11150758251561106,10,8968
global,global_in_74_trigger,,69,12.587887560651305,0.20071364852809992,18,8968
