model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,11,12.211429145057535,0.45718108831400533,41,8968
global,global_in_41_trigger,,11,12.694195857971083,0.423728813559322,38,8968
global,global_in_73_trigger,,11,12.647988824733766,0.44603033006244425,40,8968
global,global_in_51_trigger,,11,12.664938085319525,0.423728813559322,38,8968
global,global_in_74_trigger,,11,12.054488613390689,0.45718108831400533,41,8968
41,41_trigger,,12,115019.7933485727,35.40365744870651,3175,8968
global,combine,,12,0.8128413745699771,68.39875111507583,6134,8968
global,global_in_41_trigger,,12,0.8759404074709719,64.84165923282784,5815,8968
global,global_in_73_trigger,,12,0.8746129205246039,64.95316681534345,5825,8968
global,global_in_51_trigger,,12,0.86759687427109,65.35459411239964,5861,8968
global,global_in_74_trigger,,12,0.82348431390274,67.87466547725245,6087,8968
global,combine,,13,1.1060404506354966,51.38269402319358,4608,8968
global,global_in_41_trigger,,13,1.181862146167432,46.82203389830508,4199,8968
global,global_in_73_trigger,,13,1.180045355227672,47.00044603033006,4215,8968
global,global_in_51_trigger,,13,1.1725824922456154,47.546833184656556,4264,8968
global,global_in_74_trigger,,13,1.1176253861343084,50.557537912578056,4534,8968
73,73_trigger,,14,0.0,100.0,8968,8968
global,combine,,14,1.2350102338697313,31.824264049955396,2854,8968
global,global_in_41_trigger,,14,1.3692025258326297,27.31935771632471,2450,8968
global,global_in_73_trigger,,14,1.3381461642024561,28.12221231043711,2522,8968
global,global_in_51_trigger,,14,1.3563565868655025,27.687332738626225,2483,8968
global,global_in_74_trigger,,14,1.2529321791974697,31.043710972346116,2784,8968
global,combine,,15,1.6633171482239315,18.922836752899197,1697,8968
global,global_in_41_trigger,,15,1.8256586215838484,14.71900089206066,1320,8968
global,global_in_73_trigger,,15,1.7913140635954068,15.388046387154327,1380,8968
global,global_in_51_trigger,,15,1.8112751380552892,15.109277430865298,1355,8968
global,global_in_74_trigger,,15,1.6823086236652576,18.610615521855486,1669,8968
51,51_trigger,,16,0.0,100.0,8968,8968
global,combine,,16,0.32805145047372414,85.06913470115968,7629,8968
global,global_in_41_trigger,,16,1.7851608643884855,20.004460303300625,1794,8968
global,global_in_73_trigger,,16,1.6312635892422256,23.05976806422837,2068,8968
global,global_in_51_trigger,,16,0.811022722008609,55.720338983050844,4997,8968
global,global_in_74_trigger,,16,0.7225622979792817,63.760035682426405,5718,8968
74,74_trigger,,17,4.926068112852316,5.486173059768064,492,8968
global,combine,,17,0.6737877076274045,69.55842997323818,6238,8968
global,global_in_41_trigger,,17,2.4646281039044857,9.77921498661909,877,8968
global,global_in_73_trigger,,17,2.3219205280375417,10.961195361284567,983,8968
global,global_in_51_trigger,,17,1.3930532870603183,32.40410347903657,2906,8968
global,global_in_74_trigger,,17,1.2581503129133043,39.32872435325602,3527,8968
74,74_trigger,,18,102.05527988403212,99.96654772524532,8965,8968
41,41_trigger,,18,5.979597300955699,2.4977698483496877,224,8968
