local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
23,11,11,1,0.0007879838813096285,98.63481228668942,289,293
76,11,11,1,0.001586014055646956,97.43589743589743,76,78
63,11,11,1,0.002204366261139512,96.28796400449944,856,889
11,11,11,1,0.0015244903042912483,97.05426356589147,626,645
75,11,11,1,0.0012113028205931187,97.08454810495627,666,686
43,11,11,1,0.0014323984505608678,96.81372549019608,395,408
46,11,11,1,0.0027172293048352003,97.1830985915493,690,710
37,11,11,1,0.0015160952461883426,97.55813953488372,839,860
21,11,11,1,0.001190693466924131,97.75641025641025,305,312
35,11,11,1,0.0006395094678737223,98.79759519038076,493,499
41,111,12,1,0.023022346198558807,60.561056105610554,367,606
41,112,12,2,0.01707250066101551,56.600660066006604,343,606
41,113,12,3,0.014573908410966396,61.71617161716172,374,606
41,114,12,4,0.012979382649064064,63.366336633663366,384,606
41,115,12,5,0.01202265452593565,66.66666666666666,404,606
41,116,12,6,0.011805113404989243,66.006600660066,400,606
41,117,12,7,0.01107747945934534,68.48184818481849,415,606
41,118,12,8,0.011321027763187885,64.52145214521452,391,606
41,119,12,9,0.010980027727782726,69.47194719471948,421,606
41,120,12,10,0.010703548789024353,67.65676567656766,410,606
11,12,12,1,0.0013473936123773456,97.82945736434108,631,645
61,12,12,1,0.001497451914474368,97.13876967095851,679,699
64,12,12,1,0.0016600582748651505,97.04797047970479,789,813
28,12,12,1,0.001447998103685677,97.0059880239521,486,501
67,12,12,1,0.001311072614043951,97.39478957915831,972,998
22,12,12,1,0.0013455768348649144,97.77015437392797,570,583
82,12,12,1,0.0025513938162475824,97.3352033660589,694,713
60,12,12,1,0.001960223075002432,96.7455621301775,327,338
42,12,12,1,0.0010152426548302174,97.88135593220339,231,236
85,13,13,1,0.01227451954036951,75.4060324825986,325,431
56,13,13,1,0.00895125325769186,85.56818181818183,753,880
57,13,13,1,0.012129153124988079,72.8862973760933,250,343
63,13,13,1,0.009089198894798756,80.65241844769405,717,889
77,13,13,1,0.010823552496731281,80.1358234295416,472,589
18,13,13,1,0.01423302199691534,73.42047930283225,337,459
43,13,13,1,0.011660400778055191,77.20588235294117,315,408
91,13,13,1,0.012921175919473171,70.703125,181,256
42,13,13,1,0.018142588436603546,60.16949152542372,142,236
52,13,13,1,0.01646755449473858,64.82213438735178,164,253
73,131,14,1,0.015444156713783741,59.89847715736041,354,591
73,132,14,2,0.021959979087114334,53.80710659898477,318,591
73,133,14,3,0.017938682809472084,60.06768189509306,355,591
73,134,14,4,0.0146430479362607,60.236886632825716,356,591
73,135,14,5,0.0141536770388484,54.653130287648054,323,591
73,136,14,6,0.01390137616544962,59.56006768189509,352,591
73,137,14,7,0.013200760819017887,59.05245346869712,349,591
73,138,14,8,0.013133424334228039,63.113367174280874,373,591
73,139,14,9,0.012758190743625164,61.25211505922166,362,591
73,140,14,10,0.012262756004929543,64.12859560067682,379,591
28,14,14,1,0.011389493010938168,78.44311377245509,393,501
37,14,14,1,0.003253462491557002,94.65116279069767,814,860
96,14,14,1,0.007484120316803455,83.63095238095238,562,672
99,14,14,1,0.01189272478222847,71.88328912466844,271,377
80,14,14,1,0.011273237876594067,77.7262180974478,335,431
13,14,14,1,0.007196363992989063,85.42234332425068,627,734
98,14,14,1,0.006363891530781984,85.57457212713936,700,818
78,14,14,1,0.00979821477085352,80.85808580858085,245,303
46,14,14,1,0.010933075100183487,79.71830985915493,566,710
45,15,15,1,0.0052149947732687,90.76433121019109,570,628
62,15,15,1,0.004408080130815506,91.48936170212765,387,423
50,15,15,1,0.00463872030377388,90.92827004219409,431,474
67,15,15,1,0.004007370676845312,91.98396793587175,918,998
14,15,15,1,0.004305827897042036,91.75531914893617,345,376
36,15,15,1,0.004260847810655832,92.53731343283582,930,1005
24,15,15,1,0.005498611833900213,87.59894459102902,332,379
7,15,15,1,0.004693677183240652,90.66985645933015,379,418
4,15,15,1,0.005449643824249506,90.12158054711246,593,658
80,15,15,1,0.003640666836872697,93.50348027842227,403,431
51,151,16,1,0.010529372841119766,67.6056338028169,384,568
51,152,16,2,0.00951449666172266,67.95774647887323,386,568
51,153,16,3,0.008085626177489758,76.40845070422534,434,568
51,154,16,4,0.007830170914530754,77.11267605633803,438,568
51,155,16,5,0.0071973009034991264,80.45774647887323,457,568
51,156,16,6,0.0066152941435575485,84.50704225352112,480,568
51,157,16,7,0.005696095526218414,89.08450704225352,506,568
51,158,16,8,0.004436562303453684,92.95774647887323,528,568
51,159,16,9,0.00393891055136919,92.0774647887324,523,568
51,160,16,10,0.0036728389095515013,93.83802816901408,533,568
39,16,16,1,0.005972122307866812,91.82879377431907,236,257
26,16,16,1,0.003194150049239397,94.22382671480143,522,554
29,16,16,1,0.002807282144203782,94.81037924151696,950,1002
4,16,16,1,0.004354037344455719,92.24924012158054,607,658
42,16,16,1,0.00531912362203002,92.37288135593221,218,236
69,16,16,1,0.004796018358319998,90.234375,231,256
95,16,16,1,0.0018828591564670205,97.17607973421927,585,602
80,16,16,1,0.0027850884944200516,96.05568445475639,414,431
8,16,16,1,0.003974956460297108,93.99684044233807,595,633
25,17,17,1,0.0035444037057459354,93.04482225656878,602,647
68,17,17,1,0.003478210885077715,93.31983805668015,461,494
70,17,17,1,0.006029142998158932,87.70718232044199,635,724
61,17,17,1,0.0034305613953620195,93.70529327610872,655,699
64,17,17,1,0.004813169129192829,90.7749077490775,738,813
31,17,17,1,0.0034270999021828175,93.41317365269461,780,835
10,17,17,1,0.0028512724675238132,95.2914798206278,850,892
23,17,17,1,0.003940698225051165,91.46757679180887,268,293
7,17,17,1,0.005787325091660023,88.99521531100478,372,418
74,17,17,1,0.0035110474564135075,92.99820466786356,518,557
74,171,18,1,0.006552317179739475,82.2262118491921,458,557
74,172,18,2,0.0035459138453006744,93.71633752244165,522,557
74,173,18,3,0.001949504716321826,95.15260323159784,530,557
74,174,18,4,0.0018126185750588775,96.40933572710951,537,557
74,175,18,5,0.0013657270465046167,97.12746858168761,541,557
74,176,18,6,0.001365305040962994,97.48653500897666,543,557
74,177,18,7,0.001017246046103537,98.20466786355476,547,557
74,178,18,8,0.0010504384990781546,98.02513464991023,546,557
74,179,18,9,0.0010069523705169559,97.84560143626571,545,557
74,180,18,10,0.0011496025836095214,97.66606822262118,544,557
46,18,18,1,0.004197179805487394,93.38028169014085,663,710
65,18,18,1,0.003975498490035534,93.53099730458221,347,371
57,18,18,1,0.004044407978653908,92.4198250728863,317,343
83,18,18,1,0.004466557409614325,91.45496535796767,396,433
9,18,18,1,0.003289437387138605,94.72477064220183,413,436
64,18,18,1,0.003976847976446152,92.74292742927429,754,813
58,18,18,1,0.005464055109769106,91.30434782608695,252,276
41,18,18,1,0.003343031043186784,94.55445544554455,573,606
12,18,18,1,0.0036197241861373186,92.8448275862069,1077,1160
83,19,19,1,0.00383706740103662,93.30254041570439,404,433
96,19,19,1,0.0034435370471328497,92.85714285714286,624,672
90,19,19,1,0.004408777225762606,91.94729136163983,628,683
28,19,19,1,0.003587404964491725,93.01397205588823,466,501
65,19,19,1,0.004138065967708826,92.45283018867924,343,371
33,19,19,1,0.0026448960416018963,94.86356340288926,591,623
75,19,19,1,0.0026905741542577744,94.31486880466473,647,686
13,19,19,1,0.0018536698771640658,96.86648501362399,711,734
32,19,19,1,0.0034097987227141857,93.75639713408394,916,977
80,19,19,1,0.0020411633886396885,96.75174013921114,417,431
73,20,20,1,0.002260602777823806,96.1082910321489,568,591
23,20,20,1,0.001957081025466323,96.58703071672356,283,293
25,20,20,1,0.0032276692800223827,93.81761978361669,607,647
12,20,20,1,0.00248461845330894,94.74137931034483,1099,1160
58,20,20,1,0.00532829575240612,93.84057971014492,259,276
19,20,20,1,0.003502040170133114,95.60975609756098,196,205
11,20,20,1,0.00209061149507761,96.12403100775194,620,645
13,20,20,1,0.0023051067255437374,95.77656675749319,703,734
82,20,20,1,0.0027515729889273643,94.81065918653576,676,713
50,20,20,1,0.004000186454504728,94.09282700421942,446,474
34,21,21,1,0.0019189591985195875,96.12590799031477,397,413
14,21,21,1,0.003503391519188881,96.01063829787235,361,376
74,21,21,1,0.0011156125692650676,98.02513464991023,546,557
55,21,21,1,0.0027687735855579376,96.32768361581921,341,354
58,21,21,1,0.004713826347142458,92.7536231884058,256,276
53,21,21,1,0.0019087729742750525,96.75236806495265,715,739
36,21,21,1,0.0017948448657989502,96.61691542288557,971,1005
6,21,21,1,0.0038050319999456406,91.869918699187,565,615
47,21,21,1,0.0021219297777861357,96.00515463917526,745,776
92,21,21,1,0.003284959588199854,94.23692636072573,883,937
37,22,22,1,0.0016539106145501137,96.62790697674419,831,860
43,22,22,1,0.0020958571694791317,96.32352941176471,393,408
17,22,22,1,0.0027137110009789467,94.83870967741936,588,620
2,22,22,1,0.002420141827315092,95.62043795620438,524,548
66,22,22,1,0.0023927746806293726,95.3030303030303,629,660
6,22,22,1,0.0031158700585365295,94.14634146341463,579,615
38,22,22,1,0.0030576142016798258,94.1899441340782,843,895
45,22,22,1,0.0017820321954786777,96.3375796178344,605,628
81,22,22,1,0.0017518791137263179,96.65851670741647,1186,1227
4,22,22,1,0.0022633031476289034,96.35258358662614,634,658
24,23,23,1,0.002528675366193056,94.72295514511873,359,379
38,23,23,1,0.0020403023809194565,96.42458100558659,863,895
54,23,23,1,0.0023828065022826195,94.60500963391137,491,519
10,23,23,1,0.0021183770149946213,96.18834080717488,858,892
11,23,23,1,0.0020485096611082554,96.58914728682171,623,645
80,23,23,1,0.0014175979886204004,97.91183294663574,422,431
73,23,23,1,0.001655483734793961,97.12351945854483,574,591
7,23,23,1,0.0033923988230526447,93.54066985645933,391,418
72,23,23,1,0.0011166684562340379,97.94801641586868,716,731
14,23,23,1,0.003142386209219694,96.27659574468085,362,376
99,24,24,1,0.001183434040285647,98.40848806366049,371,377
73,24,24,1,0.0017053734045475721,98.13874788494078,580,591
12,24,24,1,0.0023051316384226084,95.77586206896552,1111,1160
93,24,24,1,0.0008370621944777668,98.7158908507223,615,623
25,24,24,1,0.002641388215124607,96.29057187017001,623,647
34,24,24,1,0.0016033030115067959,98.30508474576271,406,413
57,24,24,1,0.0028775988612324,94.75218658892129,325,343
69,24,24,1,0.004321065731346607,91.015625,233,256
58,24,24,1,0.004004917573183775,95.65217391304348,264,276
2,24,24,1,0.0023721398320049047,96.35036496350365,528,548
4,25,25,1,0.001865077530965209,96.96048632218846,638,658
1,25,25,1,0.0029180084820836782,94.07894736842105,715,760
20,25,25,1,0.0014640880981460214,96.5034965034965,414,429
49,25,25,1,0.0014560978161171079,97.4308300395257,493,506
57,25,25,1,0.002897377824410796,93.29446064139941,320,343
51,25,25,1,0.0010953368619084358,97.88732394366197,556,568
27,25,25,1,0.0021869088523089886,95.1167728237792,448,471
43,25,25,1,0.0016887232195585966,96.81372549019608,395,408
0,25,25,1,0.002357983496040106,95.40229885057471,415,435
45,25,25,1,0.001961188390851021,96.01910828025477,603,628
25,26,26,1,0.0020525683648884296,96.13601236476043,622,647
8,26,26,1,0.0025327277835458517,95.41864139020537,604,633
12,26,26,1,0.002074467483907938,96.63793103448276,1121,1160
74,26,26,1,0.0010465472005307674,98.20466786355476,547,557
55,26,26,1,0.0018715678015723825,98.0225988700565,347,354
26,26,26,1,0.001864188234321773,96.38989169675091,534,554
62,26,26,1,0.0019540609791874886,97.16312056737588,411,423
65,26,26,1,0.0021517453715205193,95.95687331536388,356,371
54,26,26,1,0.0030654261354357004,94.02697495183044,488,519
94,26,26,1,0.004205489065498114,94.66666666666667,142,150
68,27,27,1,0.0011539241531863809,97.97570850202429,484,494
33,27,27,1,0.0018171881092712283,97.43178170144462,607,623
58,27,27,1,0.004222162999212742,94.92753623188406,262,276
73,27,27,1,0.0014639043947681785,98.13874788494078,580,591
10,27,27,1,0.002138999290764332,95.73991031390135,854,892
13,27,27,1,0.0012494925176724792,97.68392370572208,717,734
81,27,27,1,0.0010261103743687272,98.37000814995925,1207,1227
37,27,27,1,0.0014867378631606698,97.32558139534883,837,860
94,27,27,1,0.0036162841133773327,93.33333333333333,140,150
61,27,27,1,0.002010554075241089,95.99427753934192,671,699
57,28,28,1,0.002516222884878516,94.75218658892129,325,343
60,28,28,1,0.0023804865777492523,95.26627218934911,322,338
92,28,28,1,0.002072027185931802,95.83778014941302,898,937
23,28,28,1,0.0010177578078582883,98.29351535836177,288,293
39,28,28,1,0.0010729877976700664,98.0544747081712,252,257
79,28,28,1,0.0024917894043028355,94.5054945054945,172,182
86,28,28,1,0.0017782581271603703,96.0,240,250
63,28,28,1,0.002546119736507535,95.50056242969629,849,889
99,28,28,1,0.0009082505712285638,98.93899204244032,373,377
97,28,28,1,0.001621444709599018,96.91991786447639,472,487
37,29,29,1,0.0015284675173461437,96.27906976744185,828,860
44,29,29,1,0.00248904712498188,95.16441005802709,492,517
52,29,29,1,0.0013723962474614382,97.62845849802372,247,253
88,29,29,1,0.0012814983492717147,97.9245283018868,519,530
25,29,29,1,0.002045544097200036,95.6723338485317,619,647
28,29,29,1,0.0018850555643439293,96.40718562874252,483,501
8,29,29,1,0.002768724225461483,93.99684044233807,595,633
16,29,29,1,0.0018002596916630864,96.39344262295081,882,915
6,29,29,1,0.002483867574483156,94.95934959349593,584,615
3,29,29,1,0.001749211922287941,97.1830985915493,897,923
23,30,30,1,0.0010405860375612974,97.95221843003414,287,293
44,30,30,1,0.002254884224385023,95.55125725338492,494,517
27,30,30,1,0.0016464083455502987,96.17834394904459,453,471
86,30,30,1,0.0016646714648231864,96.8,242,250
37,30,30,1,0.0013575251214206219,97.09302325581395,835,860
35,30,30,1,0.001283368095755577,97.39478957915831,486,499
29,30,30,1,0.0011146223405376077,97.70459081836327,979,1002
48,30,30,1,0.001288438681513071,97.76785714285714,438,448
11,30,30,1,0.0017413608729839325,97.05426356589147,626,645
43,30,30,1,0.0015434575034305453,97.54901960784314,398,408
33,31,31,1,0.0017650118097662926,96.62921348314607,602,623
12,31,31,1,0.0019889886025339365,96.63793103448276,1121,1160
97,31,31,1,0.0016009137034416199,96.91991786447639,472,487
15,31,31,1,0.0019013003911823034,97.2568578553616,390,401
42,31,31,1,0.0021231865976005793,96.61016949152543,228,236
73,31,31,1,0.0009650709107518196,98.47715736040608,582,591
20,31,31,1,0.0014917881926521659,97.2027972027972,417,429
90,31,31,1,0.0018678037449717522,96.92532942898976,662,683
56,31,31,1,0.0019088203553110361,96.13636363636363,846,880
54,31,31,1,0.0022976405452936888,94.79768786127167,492,519
24,32,32,1,0.001977929612621665,96.04221635883906,364,379
38,32,32,1,0.0017057870281860232,96.64804469273743,865,895
43,32,32,1,0.0011259252205491066,97.79411764705883,399,408
32,32,32,1,0.002517994260415435,95.08700102354145,929,977
62,32,32,1,0.0014705745270475745,97.39952718676122,412,423
8,32,32,1,0.0025269505567848682,95.260663507109,603,633
35,32,32,1,0.0011393243912607431,97.79559118236473,488,499
96,32,32,1,0.0016813880065456033,97.17261904761905,653,672
27,32,32,1,0.0017749195685610175,95.32908704883228,449,471
