model,epoch,average_loss,accuracy,correct_data,total_data
global,11,10.754477540049352,0.5798394290811775,52,8968
41,12,0.9234194249366672,62.47769848349688,5603,8968
global,12,8.489951947881748,0.4683318465655665,42,8968
global,13,8.999133326133164,0.5129348795718109,46,8968
global,14,9.076975454505696,0.6578947368421052,59,8968
global,15,10.059706451422821,0.412578055307761,37,8968
global,16,9.424900230183122,0.6355932203389831,57,8968
global,17,10.446028754500594,0.3010704727921499,27,8968
global,18,10.279269690602938,0.423728813559322,38,8968
